^kheej,vex
^badnaam,vilify
^ghum,visit
^chal,walk
^pratiksha,wait
^bhatak,wander
^chaah,want
^garam,warm
^barbaad,waste
^paani,water
^pahan,wear
^swagat,welcome
^phusphus,whisper
^seeti,whistle
^kaam,work
^likh,write
^pratilipi,xerox
^naav,yacht
^bakwaas,yap
^jamhai,yawn
^taras,yearn
^chilla,yell
^samarpan,yield
^alaap,yodel
^sarpil,zigzag
^chain,zip
^smapt,abate
^bardaast,abide
^avshosh,absorb
^kabool,accept
^sangat,accompany
^dard,ache
^prapt,achieve
^arjit,acquire
^adhiniyam,act
^asar,act
^karyavahi,act
^abhinay,act
^milan,add
^judna,add
^jodna,add
^sambodh,address
^samayoj,adjust
^taarif,admire
^sarahna,admire
^bharti,admit
^pravesh,admit
^salah,advise
^sujhav,advise
^samarth,afford
^sahmat,agree
^raaji,agree
^utar,alight
^damak,alight
^prajwalit,alight
^anumati,allow
^sajiv,animate
^ghosna,announce
^ghoshit,announce
^udghosh,announce
^jawab,answer
^haazir,appear
^dikhai,appear
^pesh,appear
^sarahna,applaud
^taali,applaud
^anumod,applaud
^avedan,apply
^laagu,apply
^swikrat,approve
^bahas,argue
^tark,argue
^utpann,arise
^uday,arise
^drashtigochar,arise
^bandobast,arrange
^vyavasthit,arrange
^karine,arrange
^uplabdh,arrange
^giraftar,arrest
^bandi,arrest
^adhikar,assert
^chhant,assort
^chakit,astonish
^dhawa,attack
^akraman,attack
^upasthit,attend
^akarshit,attract
^prikshan,audit
^taalna,avoid
^privarjan,avoid
^jagaa,awake
^jaagruk,awake
^dhamm,bang
^nirvas,banish
^bhidna,bash
^balla,bat
^sahan,bear
^dharan,bear
^khatkhat,beat
^peet,beat
^jeet,beat
^maar,beat
^fent,beat
^haraa,beat
^bajaa,beat
^dhadak,beat
^praast,beat
^bheek,beg
^vinti,beg
^bhiksha,beg
^shuru,begin
^prarambh,begin
^bartaav,behave
^acharan,behave
^nihar,behold
^vishwas,believe
^bharosa,believe
^sambandh,belong
^jhuk,bend
^mod,bend
^vanchit,bereave
^shoksantapt,bereave
^manuhaar,beseech
^shart,bet
^baaji,bet
^daav,bet
^dhoka,betray
^daam,bid
^boli,bid
^baandh,bind
^jild,bind
^das,bite
^dunk,bite
^dansh,bite
^khoon,bleed
^ashirvad,bless
^aradhna,bless
^vardaan,bless
^pavitra,bless
^kripa,bless
^fool,blossom
^uda,blow
^aghaat,blow
^fuhaara,blow
^hawaa,blow
^khil,blow
^dhundhla,blur
^vikrat,blur
^sharma,blush
^lajja,blush
^patal,board
^takht,board
^samiti,board
^gatta,board
^parishad,board
^gaurav,boast
^itrana,boast
^shekhi,boast
^bhokal,boast
^ubhal,boil
^ubaal,boil
^jhuk,bow
^dhanush,bow
^naman,bow
^kamaan,bow
^sandook,box
^mukka,box
^ghoosa,box
^peti,box
^karkash,bray
^renk,bray
^todna,break
^fod,break
^bhang,break
^toot,break
^vibhaj,break
^tukde,break
^avkash,break
^viraam,break
^daraar,break
^swas,breathe
^saans,breathe
^janan,breed
^paalan,breed
^paida,breed
^jaati,breed
^nasal,breed
^laana,bring
^pahucha,bring
^prasarit,broadcast
^prasaran,broadcast
^prachar,broadcast
^jhaad,brush
^bhidan,brush
^ragad,brush
^ponchh,brush
^banana,build
^rachna,build
^sthapit,build
^jalan,burn
^jhulas,burn
^phat,burst
^phod,burst
^dafan,bury
^chhapa,bust
^kharid,buy
^hisaab,calculate
^bula,call
^bhanbhan,buzz
^chandaa,canvass
^pakad,capture
^sahalaana,caress
^uthana,carry
^taraash,carve
^nakad,cash
^rokad,cash
^saancha,cast
^daal,cast
^lapak,catch
^thaam,catch
^kaaran,cause
^macha,cause
^band,cease
^manana,celebrate
^chunauti,challenge
^lalkar,challenge
^badal,change
^jimmedaar,charge
^bhagaana,chase
^baatchit,chat
^jaanch,check
^badhai,cheer
^chaba,chew
^daant,chide
^fodna,chip
^jaam,choke
^chhant,classify
^saaf,clean
^cheer,cleave
^khatkhat,click
^chad,climb
^chipak,cling
^ghanisht,close
^kareeb,close
^pahan,clothe
^changul,clutch
^dahh,collapse
^jama,collect
^rang,color
^tippani,comment
^tulna,compare
^vivash,compel
^mukabla,compete
^tay,conclude
^sanchalan,conduct
^kabool,confess
^simit,confine
^jabt,confiscate
^ulajh,confuse
^milana,connect
^sanket,connote
^vijay,conquer
^pavitra,consecrate
^marzi,consent
^sanraksha,conserve
^antar,difference
^andh,blind
^akshargyan,litracy
^ansh,element
^akshar,letter
^agla,next
^ajirn,indigestion
^agyat,unknown
^agyan,ignorance
^atah,so
^atirikt,extra
^athva,or
^adbhut,supernatural
^adhikar,right
^anant,infinite
^anavshyak,unnecessary
^anuvadak,tranlator
^anurag,love
^anuvaad,translation
^anek,many
^anokha,unique
^anya,other
^aprichit,unfamiliar
^apeksha,requirement
^abhav,lack
^abhiyog,accusation
^abhyas,practice
^ayatharth,unreal
^arbi,arabic
^avsar,opportunity
^avhelna,neglect
^avichar,folly
^ashuddh,impure
^asambhav,impossible
^asafalta,failure
^asar,effect
^akash,sky
^aatma,soul
^acharya,teacher
^aatmakatha,autobiography
^aatmahatya,suicide
^aadat,habit
^aadi,other
^aadhar,base
^adhipatya,supremacy
^adhunik,modern
^aapatti,objection
^aarya,aryan
^aashcharya,surprise
^aasra,shelter
^ichha,desire
^ijhaar,expression
^iti,end
^ishaara,sign
^ishq,love
^ugal,disgorge
^uchcharan,pronunciation
^uchch,high
^utkarsh,prosperity
^utkrisht,rich
^utpatti,origin
^udaharan,example
^unnati,progress
^upkaar,favour
^updesh,lesson
^upyog,use
^uparjan,acquisition
^upasna,worship
^upeksha,neglect
^ullekh,mention
^ustaad,skillful
^ekta,unity
^evam,and
^osara,verandah
^kanthasth,learned by heart
^kanth,throat
^kachahri,court
^kathinta,difficulty
^kadva,bitter
^kathachit,possibly
^kadapi,ever
^kartta,subject
^kali,bud
^kalpana,imagination
^kasht,hardship
^kaanta,thorn
^kaayda,rule
^karyakram,programme
^karyalaya,office
^karya,work
^kintu,but
^kida,insect
^kumhar,potter
^kriti,work
^kaifiyat,account
^kothari,small room
^kosh,dictionary
^kautoohal,wonder
^kram,order
^kriya,verb
^kshetra,area
^khatai,sourness
^khadiya,chalk
^khrabi,defect
^khichdi,hotch potch
^khitaab,title
^khich ,draw
^khuda,lord
^khushboodar,fragrant
^khubsurat,beauty
^khiladi,player
^ganit,mathematics
^gazal,ghazal
^gaddh,pros 
^garv,pride
^gavana,waste
^gawah,witness
^ginana,count
^gotee,piece
^goshti,meeting
^granth,book
^grahan,taking
^gramin,villager
^ghanghor,profound
^ghanishth,close
^gharbaar,household
^gharana,family
^ghasit,drag
^ghused,cram
^ghodi,mare
^chanchal,restless
^chakhna,taste
^chatai,mate
^chatur,clever
^chaman,garden
^charam,highest
^chalit,current
^chaat,lick
^chalaak,clever
^chah,desire
^chinta,anxiety
^chitt,mind
^chiraag,lamp
^chinti,ant
^cheen,china
^chura,flour
^cheshta,gesture
^chouthai,quarter
^chhanh,influence
^chhaya,influence
^chhidak,sprinkle
^chhin,seize
^chhut,except
^chhuri,knife
^jan,person
^janta,people
^janya,born
^jabaan,language
^jal,water
^jald,quickly
^jahir,obvious
^jud,join
^jod,join
^gyat,known
^gyan,knowledge
^jyotish,astrology
^jhanda,flag
^jhapat,leap
^jhaal,small cymbal
^jhunjhul,fume
^tuk,little
^thandak,coolness
^thug,cheat
^thokar,stumble
^dabra,pool
^daang,gruff
^dhak,cover
^dhab,manner
^tamga,medal
^tatkaal,immediately
^tatsam,unchange
^tatha,and
^tanik,slight
^tarika,way
^tark,argument
^talaiya,pool
^taadna,guess
^taal,pond
^teerth,sacred place
^tivra,sharp
^tulya,equivalent
^teji,speed
^dnd,punishment
^dridrta,poverty
^drpn,mirror
^dal,party
^daleel,argument
^dasha,condition
^dastaana,glove
^dastaavej,document
^daata,giver
^daan,gift
^daamad,son-in-law
^daava,claim
^dirgh,long
^dujayagi,difference
^durasha,vain hope
^duvidha,dilemma
^duhraana,repeat
^duratv,distance
^drishti,view
^dainik,daily
^doha,couplet
^dwaar,door
^dhandha,job
^dhansana,force upon
^dharna,concept
^dhairya,patience
^nakaab,veil
^natmastak,respectful
^natija,result
^narkul,reed
^navinagat,new comer
^nas,snuff
^nagrik,citizen
^nayika,heroine
^nichhavar,sacrifice
^nitya,daily
^nidaan,death
^niyam,rule
^nirankushta,despotism
^nirantar,incessant
^nirala,strange
^nirjiv,lifeless
^nirnay,decision
^nirdosh,faultless
^nirbal,weak
^nirmal,pure
^nirvachan,selection
^niwasi,resident
^nivedan,request
^nishchit,certain
^nishkarsh,conclusion
^niti,policy
^nok,point
^nawab,nawab
^pankhudi,petal
^panchmel,conglomerate
^pakshpaati,partisan
^paksh,party
^pachhar,overcome
^patan,downfall
^pdarth,object 
^padhya,verse
^panna,page
^prampara,tradition
^parvat,mountain
^parwaah,care
^praspar,mutual
^praya,other
^prichit,familiar
^prityag,abandonment
^primit,limited
^privartan,change
^pashu,animal
^paheli,riddle
^paathshala,school
^parsi,persian
^paribhashik,technical
^pichhadna,lag behind
^peeth,back
^putla,puppet
^punh,again
^purab,east
^poorti,completion
^prithak,separate
^prithvi,earth
^potna,smear
^pothi,book
^pracharit,practice
^prasann,pleased
^prachin,ancient
^prakat,visible
^prakriti,nature
^prakriya,process
^pragat,express
^pragati,progress
^prachaar,prapagation
^pranali,system
^pratikool,contrary
^pratibha,genius
^pratilipi,transcript
^pratyek,each
^pratham,firstly
^pratha,custom
^pradan,giving
^pradhan,chief
^prabandh,arrangement
^prabal,strong
^prabhav,influence
^prabha ,brilliance
^prayatn,effort
^pravrati,tendency
^prasang,context
^prasannta,pleasure
^prakritik,natural
^pradeshik,regioal
^praant,province
^prapt,obtain
^prourh,mature
^fajal,grace
^farfar,swiftly
^farz,duty
^faans,trap
^fer,pass over
^bak,gabble
^bakhana,praise
^bakheda,mess
^batti,lamp
^badan,body
^badla,revenge
^baras,rain
^brabar,equal
^bahadur,brave
^bahana,excuse
^badhak,obstacle
^barmbaar,repeatedly
^bindi,dot
^bindoo,drop
^bikri,sell
^bechara,poor
^bethana,sit
^buddhimata,intelligence
^buddhimaan,wise
^burai,harm
^bedhadak,boldly
^bolchaal,conversation
^byaah,marriage
^bhajan,hymn
^bharmaar,abundance
^bhala,good
^bhaanti,manner
^bhaar,burden
^bhaaw,sentiment
^bhikshuk,beggar
^bhigo,soak
^bhinn,distinct
^bhuk,hunger
^bhed,difference
^bhojan,food
^bhola,innocent
^bhram,confusion
^manjoor,approved
^mantri,minister
^math,monastry
^matbhed,dissension
^manbhawan,charming
^manmana,wilful
^manoranjak,entertaining
^manoranjan,entertainment
^maatr,alone
^madhyam,medium
^maan,respect 
^maandand,standard
^maarg,path
^maal,goods
^masik,monthly
^mitti,soil
^mithya,false
^mishran,mixture
^mukaabla,compete
^mutabik,according
^mubarakbaad,congratulation
^musibat,difficulty
^muhavra,idiom
^mool,origin
^moja,sock
^mojud,present
^moun,silence
^moulavi,teacher
^moulik,original
^yogyata,ability
^raees,aristocrat
^ragad,rub
^rat,repeat
^rajbhakti,patriotism
^rajbhasha,language
^ray,opinion
^rashtriy,national
^riti,way
^roop,form
^rumaal,handkerchief
^ret,sand
^rok,restriction
^lakir,line
^lajjat,pleasure
^latakana,suspend
^ladakpan,childhood
^ladna,laden
^lapat,heat
^laazim,essential
^likhai,writing
^lipi,script
^lekh,essay
^vandana,prayer
^vakil,lawyer
^varan,but
^varnan,description
^varnmala,syllabary
^vashibhut,dominate
^vastra,clothing
^vanchhniy,desirable
^vakya,sentence
^vachak,speaker
^vartalaap,conversation
^vastvik,real
^vikaar,change
^vikas,development
^vigyapan,publicity
^vidit,known
^vidya,education
^vidvan,scholar
^vinit,humble
^vibhakti,termination
^vibhinn,various
^viruddh,against
^virodh,opposition
^vilakshan,remarkable
^vivechan,evaluation
^vishisht,particular
^vishudh,pure
^vishesh,particular
^vishram,rest
^vishay,subject
^vridhi,growth
^vyaktigat,individual
^vyakt,express
^vyarth,vain
^vyavhar,behaviour
^vyakaran,grammer
^shatranj,chess
^shaakha,branch
^shaant,peaceful
^shaamil,participate
^sheekh,teaching
^shiksha,education
^shishya,student
^shighra,quickly
^shaili,style
^shauch,ablution
^sankshep,brevity
^sankhya,number
^santusht,content
^sandhya,evening
^sampark,contact
^sambhavat,possibly
^sanyat,controlled
^sanyukt,joint
^sanyog,combination
^sajeev,living
^satyanash,devastation
^sadasya,member
^sanmukh,opposite
^saptaah,week
^sabak,lesson
^sabha,assembly
^sabhya,civilized
^samarth,capable
^samarthak,supporter
^samarthan,support
^samast,entire
^samanta,similarity
^samiti,committee
^samriddh,prosperous
^samriddhi,richness
^sambandh,connection
^sammilit,united
^sammelan,assembly
^sar,head
^sarahna,praise
^salami,salute
^sahaj,easy
^sahmat,agreed
^sahayata,assistance
^saans,breath
^sakshi,witness
^sakshy,evidence
^sadhna,practice
^sadharan,ordinary
^samanya,general
^samipya,proximity
^samrajya,empire
^sarvdeshik,universal
^sahityik,literary
^sahitya,literature
^siddhant,principle
^siddhi,success
^seema,limit
^sukha,dry
^sudh ,memory
^supurd,entrust
^subodh,intelligible
^surat,reflection
^sukha,dry
^suchak,indication
^sujhna,perceive
^suryodaya,sunrise
^srishti,creation
^seva,sevice
^sthal,place
^snan,bathing
^spasht,clear
^smranshakti,power of memory
^smriti,memory
^syahi,ink
^swatantra,independent
^swaroop,character
^swargwasi,late
^swagat,welcome
^swabhavik,natural
^sweekar,acceptance
^sweekriti,acceptance
^hat,move away
^hata,remove
^had,limit
^harsh,joy
^hila,shake
^haani,harm
^hind,india
^hila,shake
^hukum,order
^haiza,cholera
^hot,lip
^aabaad,prosperous
^aadambar,show off
^aadamshumari,population
^aadhaar,support
^aadhyaatmik,spiritual
^aadikal,beginning of time
^aafat,calamity
^aagya,command
^aahuti,sacrifice
^aahvaan,invoke
^aakash,sky
^aakarshit,attract
^aakhir,final
^aalasya,laziness
^aamdani,income
^aapda,calamity
^aaramdayak,comfort
^aarambh,start
^aashakti,dependency
^aasami,asset
^aasan,seat
^aasha,hope
^aashcharya,wonder
^aashirvaad,blessing
^aasmaan,sky
^aavagaman,coming
^abhivadan,greeting
^abla,suppressed woman
^achchhai,greatness
^adhin,dependent
^adheeryata,impatience
^adhikaar,right
^adhikaari,one with a right
^agnee,fire
^agyankaal,time of ignorance
^aham,arrogance
^ahinsak,non violent
^ajab,wonder
^ajameel,great sinner
^akal,wisdom
^akalmand,intellectual
^amoolya,invaluable
^anaadi,without beginning
^anaasakt,detached
^nari,unskilled
^anbani,to not get on
^andaa,egg
^andhashraddha,blind faith
^andhkaar,darkness
^angusth,thumb
^anjaam,result
^anjaan,lack of awareness
^surma,a black powder for eyes
^anna,grain
^anpadh,illiterate
^ansh,trace
^antarmukhta,introversion
^antkaal,final moments
^anubhuti,experience
^anukool,suitable
^akarm,neutral action
^akhand,unbreakable
^akshar,word
^alankaar,ornaments
^alapkaal,temporary
^amaanat,something held in trust for others
^anusaar,according
^anushaasan,discipline
^apnana,adopt
^apraapti,lack of attainment
^apramapaar,unlimited
^arpann,offer
^arth,meaning
^asal,original
^asamarth,powerless
^asambhav,impossible
^asar,effect
^ashareeri,bodiless
^asht,eight
^ashtavakra,the one who is twisted in 8 places
^asli,real
^asvachchhata,Uncleanliness
^athah,Unlimited
^atyaachaar,torture
^avagya,Disobedience
^avashya,Definitely
^avasthaa,Stage
^avinaashi,Imperishable
^avtaar,Incarnation
^avyabhichaari,Unadulterated
^baajoli,Sommersault
^baaki,Remaining
^baandhnaa,tie
^baans,smell
^baarood,gun powder
^baatchit,conversation
^bachdevaal,one with many children
^badboo,Bad odour
^badnaam,defame
^badnaseeb,unfortunate
^badtar,worse
^bahaadur,brave
^bahisht,paradise
^bahlaana,entertain
^baiscope,film
^bal,power
^bali,sacrifice
^balihaar,sacrifice
^bandar,monkey
^bandgi, give respect
^barapan,greatness
^barf,ice
^barobar,exactly
^barsaat,rain
^bartun,vessel
^batti,light
^bechain,restless
^beejroop,seed stage
^beemar,sick
^begampur,a land free from sorrow
^behad,unlimited
^behosh,unconscious
^bekaayde,without principle
^beparvaah,carefree
^bera,boat
^besamaj,senseless
^beshumar,unlimited
^beyhaal,bad condition
^bhaageerath,lucky chariot
^bhaagna,run
^bhaagyaheen,unfortunate
^bhaagyashali,fortunate
^bhaan,consciousness
^bhabhka,pomp
^bhagat,devotee
^bhageedaar,partner
^bhagvanuvaach,god speaks
^bhaiins,buffalo
^bhaint,gift
^bhal,may
^bhambhor,haystack
^bhandaara,baba's kitchen
^bhandaari,baba's box
^bharpoor,full
^bhartoo,fulfill
^bhasm,burn
^bhasmaasoor,name of a devil who burnt himself to ashes
^bhatakna,wander
^bhatthi,furnace
^bhavishya,future
^bhay,fear
^bhayaanak,terrible
^bhaybheet,terrified
^bheetar,inside
^bholanaath,lord of the Innocent ones
^bhookamp,earthquake
^bhool,mistake
^bhoomi,land
^bhooshan,adornment
^bhoot,ghost
^bhram,delusion
^bhramri,buzzing moth
^bhrukuti,forehead
^bhuja,arm
^bichaara,poor
^bichhana,spread
^bichhoo,scorpion
^bigaarna,spoil
^bigar,without
^bina,without
^bindoo,point
^biradari,clan
^bojh,burden
^boodha,old
^boot,effigy
^buddhivaan,intelligent
^buddhu,fool
^budhaapa,old age
^chaahna,desire
^chaalaak,cunning
^chaalaaki,cleverness
^chaandi,silver
^chahe,whether
^chaitanya,living
^chalan,activity
^chamaat,slap
^chamak,sparkle
^chamatkaar,miracle
^chamba,claw
^chanchal,mischievous
^chandaal,cremator
^chandan,sandalwood
^chandravanshi,Of the moon dynasty
^charan,feet
^pada,teach
^kam,reduce
^pad,read
^naach,dance
^mar,kill
^mai,i
^hm,we
^ham,we
^tum,you
^we,they
^wh,he
^nhi,not

